
Wed, 05 Mar 2014 10:39:05 AM,
3,99889988,20,
3,99889988,classify,1,1,baa.png,0,0,1,,,,Lape,Tannet,1.73409058177,0,
3,99889988,classify,1,2,aba.png,0,1,0,,,,Lape,Lape,7.54849342094,1,
3,99889988,classify,1,3,aaa.png,0,0,0,,,,Lape,Lape,6.32641127449,1,
3,99889988,classify,1,4,abb.png,1,1,0,,,,Tannet,Lape,0.488177952124,0,
3,99889988,classify,1,5,bab.png,1,0,1,,,,Tannet,Lape,0.00013341777958,0,
3,99889988,classify,1,6,aab.png,1,0,0,,,,Lape,Lape,0.000119513366371,1,
3,99889988,classify,1,7,bbb.png,1,1,1,,,,Tannet,Lape,0.000133086927235,0,
3,99889988,classify,1,8,bba.png,0,1,1,,,,Tannet,Lape,0.000123485922813,0,
3,99889988,validation,1,1,aaa.png,0.0,0.0,0.0,,,,Lape,Lape,0.000120506621897,1,
3,99889988,validation,1,2,bab.png,1.0,0.0,1.0,,,,Tannet,Lape,0.000126465689391,0,
3,99889988,validation,1,3,baa.png,0.0,0.0,1.0,,,,Lape,Lape,0.000127789797261,1,
3,99889988,validation,1,4,bba.png,0.0,1.0,1.0,,,,Tannet,Lape,0.000125472433865,0,
3,99889988,validation,1,5,aba.png,0.0,1.0,0.0,,,,Lape,Lape,0.000127789797261,1,
3,99889988,validation,1,6,aab.png,1.0,0.0,0.0,,,,Lape,Lape,0.000124479178339,1,
3,99889988,validation,1,7,abb.png,1.0,1.0,0.0,,,,Tannet,Lape,0.000139377079904,0,
3,99889988,validation,1,8,bbb.png,1.0,1.0,1.0,,,,Tannet,Lape,0.000128451967612,0,
3,99889988,classify,2,1,aaa.png,0,0,0,,,,Lape,Lape,0.000132093438879,1,
3,99889988,classify,2,2,bba.png,0,1,1,,,,Tannet,Lape,0.000122161582112,0,
3,99889988,classify,2,3,bab.png,1,0,1,,,,Tannet,Lape,0.000138052739203,0,
3,99889988,classify,2,4,baa.png,0,0,1,,,,Lape,Lape,0.000119513366371,1,
3,99889988,classify,2,5,bbb.png,1,1,1,,,,Tannet,Lape,0.000126465689391,0,
3,99889988,classify,2,6,aab.png,1,0,0,,,,Lape,Lape,0.000131762353703,1,
3,99889988,classify,2,7,aba.png,0,1,0,,,,Lape,Lape,0.000123485922813,1,
