
Mon, 03 Mar 2014 2:22:45 PM,
6,7464,0,
6,7464,switchit,1,1,baa.png,1,1,0,Lape,Tannet,0.00215528951412,1,
6,7464,switchit,1,2,bab.png,1,0,0,Tannet,Lape,0.00131128538669,1,
6,7464,switchit,1,3,abb.png,0,1,0,Tannet,Lape,0.0015376813426,1,
6,7464,switchit,1,4,aab.png,0,0,0,Lape,Lape,0.00231769088168,0,
6,7464,switchit,1,5,aaa.png,0,0,1,Lape,Lape,0.00220117243043,0,
6,7464,switchit,1,6,bba.png,0,1,0,Tannet,Lape,0.00139942887836,1,
6,7464,switchit,1,7,aba.png,0,1,1,Lape,Tannet,0.00220358731895,1,
6,7464,switchit,1,8,bbb.png,1,1,0,Tannet,Tannet,0.00210699171112,0,
6,7464,validation,,1,baa.png,1.0,0.0,0.0,0,0,0,Lape,Tannet,10.6725740919,0,
6,7464,validation,,2,bbb.png,1.0,1.0,1.0,0,0,0,Tannet,Tannet,0.000830118509839,1,
6,7464,validation,,3,aab.png,0.0,0.0,1.0,0,0,0,Lape,Tannet,0.000770349977756,0,
6,7464,validation,,4,aaa.png,0.0,0.0,0.0,0,0,0,Lape,Tannet,0.000886264708242,0,
6,7464,validation,,5,bba.png,1.0,1.0,0.0,0,0,0,Tannet,Tannet,0.000799328661742,1,
6,7464,validation,,6,bab.png,1.0,0.0,1.0,0,0,0,Tannet,Tannet,0.000781820706834,1,
6,7464,validation,,7,aba.png,0.0,1.0,0.0,0,0,0,Lape,Tannet,0.000981049148322,0,
6,7464,validation,,8,abb.png,0.0,1.0,1.0,0,0,0,Tannet,Tannet,0.00079691377141,1,
6,7464,switchit,2,1,baa.png,1,1,0,Lape,Tannet,0.00154009623293,1,
6,7464,switchit,2,2,bab.png,0,0,1,Tannet,Lape,0.0013493199076,1,
6,7464,switchit,2,3,bba.png,1,1,1,Tannet,Tannet,0.756067713521,0,
6,7464,switchit,2,4,abb.png,0,1,0,Tannet,Lape,0.00165419979567,1,
6,7464,switchit,2,5,aba.png,0,1,1,Lape,Tannet,0.0013173226107,1,
6,7464,switchit,2,6,aaa.png,0,0,1,Lape,Lape,0.00221143571252,0,
6,7464,switchit,2,7,bbb.png,1,0,1,Tannet,Tannet,0.00212389594162,0,
6,7464,switchit,2,8,aab.png,0,0,0,Lape,Lape,0.00139459909951,0,
6,7464,switchit,3,1,aab.png,1,0,1,Lape,Tannet,0.00130826677378,1,
6,7464,switchit,3,2,bbb.png,1,0,1,Tannet,Tannet,0.582099022573,0,
