
Mon, 03 Mar 2014 3:23:02 PM,
4,2456,8,
4,2456,switchit,1,1,bba.png,0,1,1,Lape,Tannet,1.08682524605,1,
4,2456,switchit,1,2,aaa.png,0,0,1,Lape,Lape,0.913457154995,0,
4,2456,switchit,1,3,abb.png,0,0,1,Tannet,Lape,0.458289232338,1,
4,2456,switchit,1,4,bab.png,0,0,0,Tannet,Lape,0.429394605628,1,
4,2456,switchit,1,5,aba.png,0,0,0,Tannet,Lape,1.16997365031,1,
4,2456,switchit,1,6,bbb.png,0,1,1,Lape,Tannet,2.20961706352,1,
4,2456,switchit,1,7,aab.png,0,1,1,Lape,Tannet,0.387429081078,1,
4,2456,switchit,1,8,baa.png,0,0,1,Tannet,Lape,0.250112976995,1,
4,2456,validation,,1,aab.png,0.0,0.0,1.0,0,0,0,Lape,Lape,1.61993552779,1,
4,2456,validation,,2,abb.png,1.0,0.0,1.0,0,0,0,Tannet,Lape,0.858333661687,0,
4,2456,validation,,3,aba.png,1.0,0.0,0.0,0,0,0,Tannet,Lape,0.0771905034781,0,
4,2456,validation,,4,bbb.png,1.0,1.0,1.0,0,0,0,Lape,Tannet,0.0443992058281,0,
4,2456,validation,,5,bba.png,1.0,1.0,0.0,0,0,0,Lape,Tannet,0.000189370941371,0,
4,2456,validation,,6,bab.png,0.0,1.0,1.0,0,0,0,Tannet,Tannet,0.000189370941371,1,
4,2456,validation,,7,baa.png,0.0,1.0,0.0,0,0,0,Tannet,Tannet,0.348669950676,1,
4,2456,validation,,8,aaa.png,0.0,0.0,0.0,0,0,0,Lape,Lape,0.000117198040243,1,
4,2456,switchit,2,1,aab.png,0,1,1,Lape,Tannet,1.95152501535,1,
4,2456,switchit,2,2,bba.png,1,0,0,Lape,Tannet,3.0401429949,1,
4,2456,switchit,2,3,baa.png,0,0,0,Tannet,Lape,0.345634387631,1,
4,2456,switchit,2,4,bbb.png,1,1,0,Lape,Lape,0.259868228342,0,
4,2456,switchit,2,5,aba.png,1,0,1,Tannet,Tannet,0.117538429564,0,
4,2456,switchit,2,6,aaa.png,0,1,0,Lape,Tannet,0.193055052951,1,
4,2456,switchit,2,7,abb.png,1,0,0,Tannet,Tannet,0.0857383496477,0,
4,2456,switchit,2,8,bab.png,0,1,0,Tannet,Tannet,0.00839323730906,0,
4,2456,switchit,3,1,aab.png,0,0,0,Lape,Lape,0.23369696748,0,
4,2456,switchit,3,2,baa.png,0,1,1,Tannet,Tannet,1.21749648324,0,
4,2456,switchit,3,3,bab.png,1,1,1,Tannet,Lape,0.650731478352,1,
4,2456,switchit,3,4,abb.png,0,0,1,Tannet,Lape,0.125399971614,1,
4,2456,switchit,3,5,bbb.png,0,1,1,Lape,Tannet,0.000308555434458,1,
4,2456,switchit,3,6,aba.png,0,0,0,Tannet,Lape,0.744987215847,1,
4,2456,switchit,3,7,aaa.png,1,0,0,Lape,Tannet,0.988936367736,1,
4,2456,switchit,3,8,bba.png,0,1,1,Lape,Tannet,0.000299285515212,1,
4,2456,validation,,1,bbb.png,1.0,1.0,1.0,0,0,0,Lape,Lape,1.38674244593,1,
4,2456,validation,,2,aba.png,1.0,0.0,0.0,0,0,0,Tannet,Tannet,0.810954181128,1,
4,2456,validation,,3,bab.png,0.0,1.0,1.0,0,0,0,Tannet,Tannet,0.108549931843,1,
4,2456,validation,,4,abb.png,1.0,0.0,1.0,0,0,0,Tannet,Lape,2.37253995746,0,
4,2456,validation,,5,aaa.png,0.0,0.0,0.0,0,0,0,Lape,Lape,1.18210398383,1,
4,2456,validation,,6,bba.png,1.0,1.0,0.0,0,0,0,Lape,Tannet,3.79319237999,0,
4,2456,validation,,7,aab.png,0.0,0.0,1.0,0,0,0,Lape,Lape,0.967987374403,1,
4,2456,validation,,8,baa.png,0.0,1.0,0.0,0,0,0,Tannet,Lape,0.806014645786,0,
4,2456,switchit,4,1,abb.png,0,0,0,Tannet,Lape,0.1220585017,1,
4,2456,switchit,4,2,bab.png,0,1,0,Tannet,Tannet,0.108978996053,0,
4,2456,switchit,4,3,baa.png,0,0,0,Tannet,Lape,0.419379465922,1,
4,2456,switchit,4,4,bbb.png,0,1,1,Lape,Tannet,0.000309217546601,1,
4,2456,switchit,4,5,aab.png,1,0,0,Lape,Tannet,0.210544054047,1,
4,2456,switchit,4,6,aba.png,1,1,0,Tannet,Lape,0.00440717797028,1,
4,2456,switchit,4,7,aaa.png,0,0,1,Lape,Lape,0.000305906869471,0,
4,2456,switchit,4,8,bba.png,0,1,1,Lape,Tannet,0.116480998171,1,
4,2456,switchit,5,1,baa.png,1,0,1,Tannet,Tannet,0.215923247801,0,
4,2456,switchit,5,2,bab.png,0,1,0,Tannet,Tannet,0.809834177955,0,
4,2456,switchit,5,3,aaa.png,0,1,1,Lape,Tannet,0.219676235341,1,
4,2456,switchit,5,4,bbb.png,0,1,1,Lape,Tannet,0.189030258625,1,
4,2456,switchit,5,5,abb.png,1,1,1,Tannet,Lape,0.000305906869471,1,
