
Tue, 04 Mar 2014 1:11:33 PM,
2,32123,11,
2,32123,classify,1,1,bbb.png,0,1,0,,,,Lape,Tannet,5.88872177363,0,
2,32123,classify,1,2,baa.png,1,1,1,,,,Tannet,Tannet,0.542619077489,1,
2,32123,classify,1,3,bab.png,1,1,0,,,,Tannet,Lape,1.03815513616,0,
2,32123,classify,1,4,bba.png,0,1,1,,,,Tannet,Lape,0.000143020879477,0,
2,32123,classify,1,5,aab.png,1,0,0,,,,Tannet,Lape,0.000140372430906,0,
2,32123,classify,1,6,abb.png,0,0,0,,,,Lape,Lape,0.000144345220178,1,
2,32123,classify,1,7,aaa.png,1,0,1,,,,Lape,Lape,0.00015328405425,1,
2,32123,classify,1,8,aba.png,0,0,1,,,,Lape,Lape,0.000143683049828,1,
2,32123,validation,1,1,bba.png,0.0,1.0,1.0,,,,Tannet,Lape,0.000143021112308,0,
2,32123,validation,1,2,baa.png,1.0,1.0,1.0,,,,Tannet,Lape,0.000142689794302,0,
2,32123,validation,1,3,aba.png,0.0,0.0,1.0,,,,Lape,Lape,0.000140372430906,1,
2,32123,validation,1,4,bab.png,1.0,1.0,0.0,,,,Tannet,Lape,0.000142358709127,0,
2,32123,validation,1,5,bbb.png,0.0,1.0,0.0,,,,Lape,Lape,0.000141034368426,1,
2,32123,validation,1,6,aaa.png,1.0,0.0,1.0,,,,Lape,Lape,0.000143351964653,1,
2,32123,validation,1,7,abb.png,0.0,0.0,0.0,,,,Lape,Lape,0.000151628628373,1,
2,32123,validation,1,8,aab.png,1.0,0.0,0.0,,,,Tannet,Lape,0.000150304287672,0,
2,32123,classify,2,1,baa.png,1,1,1,,,,Tannet,Lape,0.000141696771607,0,
2,32123,classify,2,2,bab.png,1,1,0,,,,Tannet,Lape,0.000142689794302,0,
2,32123,classify,2,3,aaa.png,1,0,1,,,,Lape,Lape,0.000143683049828,1,
2,32123,classify,2,4,aab.png,1,0,0,,,,Tannet,Lape,0.000134082045406,0,
