
Thu, 13 Mar 2014 11:02:29 PM,
2,5758674,18,
2,5758674,classify,1,1,abb.png,1,0,0,,,,Tannet,Lape,0.533933673953,0,
2,5758674,classify,1,2,baa.png,0,1,1,,,,Tannet,Tannet,0.00376601446624,1,
2,5758674,classify,1,3,bbb.png,1,1,0,,,,Tannet,Lape,0.000586213536735,0,
2,5758674,classify,1,4,bab.png,1,1,1,,,,Tannet,Tannet,0.00342491184347,1,
2,5758674,classify,1,5,aaa.png,0,0,1,,,,Lape,Lape,0.000618814498011,1,
2,5758674,classify,1,6,aba.png,0,0,0,,,,Lape,Lape,0.00058198748593,1,
2,5758674,classify,1,7,bba.png,0,1,0,,,,Lape,Tannet,0.751511265746,0,
2,5758674,classify,1,8,aab.png,1,0,1,,,,Lape,Tannet,0.0024535240118,0,
2,5758674,validation,1,1,bba.png,0.0,1.0,0.0,,,,Lape,Lape,1.24232111582,1,
2,5758674,validation,1,2,bbb.png,1.0,1.0,0.0,,,,Tannet,Lape,0.000579572602874,0,
