
Mon, 10 Mar 2014 5:42:25 PM,
4,786,18,
4,786,switchit,1,1,bba.png,0,0,0,0.0,1.0,0.0,Tannet,Lape,0.00198745226953,1,1,
4,786,switchit,1,2,aba.png,0,0,1,0.0,0.0,0.0,Lape,Lape,0.00173992634518,0,1,
4,786,switchit,1,3,aaa.png,0,1,1,0.0,0.0,1.0,Lape,Tannet,0.00128532375675,1,1,
4,786,switchit,1,4,baa.png,1,1,1,0.0,1.0,1.0,Tannet,Lape,0.00198141502915,1,1,
4,786,switchit,1,5,abb.png,1,0,1,1.0,0.0,0.0,Tannet,Tannet,0.00185825576773,0,1,
4,786,switchit,1,6,aab.png,1,1,1,1.0,0.0,1.0,Tannet,Lape,0.00169404345797,1,1,
4,786,switchit,1,7,bab.png,1,0,1,1.0,1.0,1.0,Lape,Tannet,0.00143263186328,1,1,
4,786,switchit,1,8,bbb.png,1,0,0,1.0,1.0,0.0,Lape,Tannet,0.00883546890691,1,1,
4,786,validation,1,1,aab.png,1.0,0.0,1.0,,,,Tannet,Tannet,0.0409281136235,1,
4,786,validation,1,2,bba.png,0.0,1.0,0.0,,,,Tannet,Tannet,0.00133603642462,1,
4,786,validation,1,3,bbb.png,1.0,1.0,0.0,,,,Lape,Tannet,0.00125634513097,1,
4,786,validation,1,4,abb.png,1.0,0.0,0.0,,,,Tannet,Tannet,0.000773971376475,1,
4,786,validation,1,5,aaa.png,0.0,0.0,1.0,,,,Lape,Tannet,0.000842191919219,1,
4,786,validation,1,6,bab.png,1.0,1.0,1.0,,,,Lape,Tannet,0.00107039883733,1,
4,786,validation,1,7,aba.png,0.0,0.0,0.0,,,,Lape,Tannet,0.00128834234783,1,
4,786,validation,1,8,baa.png,0.0,1.0,1.0,,,,Tannet,Tannet,0.000810194702353,1,
4,786,switchit,2,1,aba.png,0,1,0,0.0,0.0,0.0,Lape,Tannet,0.0012817014358,1,1,
4,786,switchit,2,2,bba.png,0,1,1,0.0,1.0,0.0,Tannet,Tannet,0.0358073451207,0,1,
4,786,switchit,2,3,baa.png,0,1,0,0.0,1.0,1.0,Tannet,Tannet,0.00208646262763,0,1,
4,786,switchit,2,4,abb.png,1,1,0,1.0,0.0,0.0,Tannet,Lape,0.00130343541969,1,1,
4,786,switchit,2,5,aaa.png,1,0,1,0.0,0.0,1.0,Lape,Tannet,0.00132939545438,1,1,
4,786,switchit,2,6,bab.png,1,1,0,1.0,1.0,1.0,Lape,Lape,0.353908374324,0,1,
4,786,switchit,2,7,aab.png,1,1,1,1.0,0.0,1.0,Tannet,Lape,0.00195726612583,1,1,
4,786,switchit,2,8,bbb.png,1,0,0,1.0,1.0,0.0,Lape,Tannet,0.00128713494632,1,1,
4,786,switchit,3,1,aab.png,0,0,1,1.0,0.0,1.0,Tannet,Lape,0.00147247756831,1,1,
4,786,switchit,3,2,bab.png,1,0,1,1.0,1.0,1.0,Lape,Tannet,0.00137407082366,1,1,
4,786,switchit,3,3,abb.png,0,0,0,1.0,0.0,0.0,Tannet,Lape,0.00130947260186,1,1,
4,786,switchit,3,4,bba.png,0,0,0,0.0,1.0,0.0,Tannet,Lape,0.00129679450765,1,1,
4,786,switchit,3,5,aaa.png,1,0,1,0.0,0.0,1.0,Lape,Tannet,0.00141331279883,1,1,
4,786,switchit,3,6,baa.png,0,1,0,0.0,1.0,1.0,Tannet,Tannet,0.00130585028091,0,1,
4,786,switchit,3,7,bbb.png,0,1,0,1.0,1.0,0.0,Lape,Tannet,0.00143021700205,1,1,
4,786,switchit,3,8,aba.png,0,1,0,0.0,0.0,0.0,Lape,Tannet,0.00138856022386,1,1,
4,786,validation,2,1,bba.png,0.0,1.0,0.0,,,,Tannet,Tannet,0.770124463306,1,
4,786,validation,2,2,aba.png,0.0,0.0,0.0,,,,Lape,Tannet,0.00155699858442,1,
4,786,validation,2,3,baa.png,0.0,1.0,1.0,,,,Tannet,Tannet,0.000766123004723,1,
4,786,validation,2,4,bbb.png,1.0,1.0,0.0,,,,Lape,Tannet,0.000833739817608,1,
4,786,validation,2,5,aaa.png,0.0,0.0,1.0,,,,Lape,Tannet,0.00086815195391,1,
4,786,validation,2,6,aab.png,1.0,0.0,1.0,,,,Tannet,Tannet,0.00123944092775,1,
4,786,validation,2,7,abb.png,1.0,0.0,0.0,,,,Tannet,Tannet,0.000769141595811,1,
4,786,validation,2,8,bab.png,1.0,1.0,1.0,,,,Lape,Tannet,0.00110843329458,1,
4,786,classifytest,,1,aaa.png,0.0,0.0,1.0,,,,Lape,Tannet,6.38035078655,1,
4,786,classifytest,,2,bbb.png,1.0,1.0,0.0,,,,Lape,Tannet,0.000757670903113,1,
4,786,classifytest,,3,b_b.png,1.0,1.0,nan,,,,Lape,Tannet,0.00128049397608,1,
4,786,classifytest,,4,abb.png,1.0,0.0,0.0,,,,Tannet,Tannet,0.00116337195504,1,
4,786,classifytest,,5,aab.png,1.0,0.0,1.0,,,,Tannet,Tannet,0.00132396200206,1,
4,786,classifytest,,6,bba.png,0.0,1.0,0.0,,,,Tannet,Tannet,0.000783630879596,1,
4,786,classifytest,,7,b_a.png,0.0,1.0,nan,,,,Tannet,Tannet,0.000784234667663,1,
4,786,classifytest,,8,a_b.png,1.0,0.0,nan,,,,Tannet,Tannet,0.000784838339314,1,
4,786,classifytest,,9,baa.png,0.0,1.0,1.0,,,,Tannet,Tannet,0.00128773861798,1,
4,786,classifytest,,10,a_a.png,0.0,0.0,nan,,,,Lape,Tannet,0.00085909612244,1,
4,786,classifytest,,11,bab.png,1.0,1.0,1.0,,,,Lape,Tannet,0.000833739817608,1,
4,786,classifytest,,12,aba.png,0.0,0.0,0.0,,,,Lape,Tannet,0.0017453597975,1,
4,786,inferencetest,,1,_ba.png,0.0,1.0,0.0,0,1,0,Lape,1,0,0.000779404886998,0,
4,786,inferencetest,,2,_ab.png,1.0,0.0,1.0,0,1,0,Lape,0,1,0.00104262761306,0,
4,786,inferencetest,,3,a__.png,1.0,0.0,nan,1,0,0,Lape,1,0,0.000897734367754,0,
4,786,inferencetest,,4,_ab.png,1.0,0.0,1.0,0,1,0,Tannet,0,0,0.0015974479611,1,
4,786,inferencetest,,5,_bb.png,1.0,1.0,0.0,0,1,0,Lape,1,1,0.000891697127372,1,
4,786,inferencetest,,6,ab_.png,0.0,0.0,0.0,1,0,0,Tannet,0,1,0.00137588201324,0,
4,786,inferencetest,,7,bb_.png,1.0,1.0,0.0,1,0,0,Tannet,1,0,0.000808383512776,0,
